Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Delta,Label
18-May-2017,1346.8,1352,1323.3,1327.05,1335.85612853071,115770,3357,154652064,43231,37.34,28.7,-19.75,-19.75,-1
17-May-2017,1356,1364.85,1348.05,1352.4,1354.10297639687,124009,3540,167920956,38205,30.81,16.8,-3.6,-3.6,-1
16-May-2017,1345,1377,1341.8,1356.4,1359.88938959329,360825,7104,490682089,181866,50.4,35.2,11.4,11.4,1
15-May-2017,1354.5,1356.05,1334.5,1343.65,1344.34096287173,144526,4968,194292222,52931,36.62,21.55,-10.85,-10.85,-1
12-May-2017,1363.9,1363.9,1344.2,1350.85,1353.36979652982,389836,4123,527592268,297979,76.44,19.7,-13.05,-13.05,-1
11-May-2017,1361.6,1374.95,1352.25,1356.7,1360.01300644987,384194,4713,522508837,240652,62.64,22.7,-4.9,-4.9,-1
10-May-2017,1333,1363,1331.45,1359.5,1352.9888009827,452629,8244,612401968,167364,36.98,31.55,26.5,26.5,1
9-May-2017,1323,1333,1321,1330.6,1328.65949805185,183764,4441,244159784,72831,39.63,12,7.6,7.6,1
8-May-2017,1328.6,1339.6,1320,1321.95,1329.38827644616,580916,5138,772262920,442947,76.25,19.6,-6.65,-6.65,-1
5-May-2017,1361,1367.65,1325.05,1328.6,1343.47626363403,326756,9002,438988930,141416,43.28,42.6,-32.4,-32.4,-1
4-May-2017,1373.1,1379.5,1354.65,1358.75,1364.25201002299,202734,6072,276580267,64647,31.89,24.85,-14.35,-14.35,-1
3-May-2017,1375.25,1380.5,1365,1370.25,1370.94268807468,235239,4589,322499187,45943,19.53,15.5,-5,-5,-1
2-May-2017,1400.1,1402,1366.75,1370.9,1376.13938663172,286125,7663,393747882,121597,42.5,35.25,-29.2,-29.2,-1
28-April-2017,1409.05,1420.8,1390.5,1394.8,1403.23804790516,382297,5952,536453696,77456,20.26,30.3,-14.25,-14.25,-1
27-April-2017,1420,1424.7,1402.75,1408.05,1407.56401637003,269517,5885,379362431,114964,42.66,21.95,-11.95,-11.95,-1
26-April-2017,1435.1,1440,1403.15,1416.35,1422.11230517968,313494,9494,445823675,113313,36.15,36.85,-18.75,-18.75,-1
25-April-2017,1459.7,1465,1427.65,1432.5,1442.87933636916,627397,16687,905258167,167022,26.62,37.35,-27.2,-27.2,-1
24-April-2017,1410,1433.75,1400.1,1416.4,1417.98619746798,533960,14474,757147910,95816,17.94,33.65,6.4,6.4,1
21-April-2017,1375.2,1420,1373.05,1399.75,1404.98314690157,720639,19098,1012485650,202493,28.1,46.95,24.55,24.55,1
20-April-2017,1376.5,1386.9,1365.5,1369.4,1370.95688908896,288790,5348,395918640,160088,55.43,21.4,-7.1,-7.1,-1
19-April-2017,1371,1382.7,1358.25,1369.85,1369.98799271996,208790,6130,286039793,69643,33.36,24.45,-1.15,-1.15,-1
18-April-2017,1395.5,1410,1368.35,1370.45,1393.51383951952,358972,8648,500232450,100493,27.99,41.65,-25.05,-25.05,-1
17-April-2017,1367.7,1394.25,1365,1391,1379.50244260653,321378,8358,443341736,113007,35.16,29.25,23.3,23.3,1
13-April-2017,1352,1373,1348,1364.35,1365.04129884412,331002,9011,451831400,107697,32.54,25,12.35,12.35,1
12-April-2017,1388.8,1388.8,1351.05,1354.15,1363.66046058989,578519,10966,788903486,178050,30.78,37.75,-34.65,-34.65,-1
11-April-2017,1386,1400.3,1371,1374.1,1385.48462854021,364279,10098,504702955,85597,23.5,29.3,-11.9,-11.9,-1
10-April-2017,1416,1424.7,1378,1381.05,1395.77114327578,386967,9783,540117372,145746,37.66,46.7,-34.95,-34.95,-1
7-April-2017,1424.1,1433.75,1402.65,1405.55,1419.22706460534,672901,13510,954999311,275957,41.01,31.1,-18.55,-18.55,-1
6-April-2017,1409.7,1448.5,1402.7,1438.35,1429.71573762697,1043156,20749,1491416550,255690,24.51,45.8,28.65,28.65,1
5-April-2017,1388,1417.95,1380.8,1414.9,1401.90371699104,902558,21170,1265299415,290964,32.24,37.15,26.9,26.9,1
3-April-2017,1332,1380,1332,1371.2,1365.65453426159,999005,25037,1364295708,410822,41.12,48,39.2,39.2,1
31-March-2017,1270,1336,1268.95,1319.2,1306.17490816666,1673684,30483,2186124045,584998,34.95,67.05,49.2,49.2,1
30-March-2017,1255,1272.8,1254.05,1269.35,1265.49015532457,438308,7762,554674459,197630,45.09,18.75,14.35,14.35,1
29-March-2017,1250.05,1260,1234.1,1254.7,1245.71480413079,466255,9053,580820756,153478,32.92,25.9,4.65,4.65,1
28-March-2017,1255.05,1263.35,1237,1245.65,1248.70020404097,436677,8517,545278659,179728,41.16,26.35,-9.4,-9.4,-1
27-March-2017,1267.55,1278.5,1247.1,1250.75,1257.75821089339,888667,11812,1117728216,589152,66.3,31.4,-16.8,-16.8,-1
24-March-2017,1274.1,1291.65,1268.4,1286.2,1282.67314551327,676818,18050,868136273,416735,61.57,23.25,12.1,12.1,1
23-March-2017,1266.9,1277.75,1258.25,1274.1,1269.84141877592,295325,6880,375015917,141607,47.95,19.5,7.2,7.2,1
22-March-2017,1254.7,1266,1247.55,1259.5,1256.23829341295,265278,8090,333252382,69713,26.28,18.45,4.8,4.8,1
21-March-2017,1285.6,1285.6,1259.7,1263.8,1270.33672937111,245384,6363,311720308,95475,38.91,25.9,-21.8,-21.8,-1
20-March-2017,1301,1305,1277.15,1280.35,1294.66802420428,392188764,7284,507754252203,392028000,99.96,27.85,-20.65,-20.65,-1
17-March-2017,1305,1319.85,1298.55,1300.65,1303.65865826767,281621,7185,367137655,111546,39.61,21.3,-4.35,-4.35,-1
16-March-2017,1311,1311,1294.6,1297.35,1300.47829139657,306215,7513,398225960,132354,43.22,16.4,-13.65,-13.65,-1
15-March-2017,1289.4,1316,1283.25,1304.4,1283.96402884587,389306469,12817,499855502393,388938310,99.91,32.75,15,15,1
14-March-2017,1315.95,1319.1,1285.25,1289.4,1298.93583014028,596869,12512,775294530,292030,48.93,33.85,-26.55,-26.55,-1
10-March-2017,1293.95,1296.5,1261.5,1281.4,1282.52988709812,360490,8497,462339199,120414,33.4,35,-12.55,-12.55,-1
9-March-2017,1289.8,1298,1281.7,1287.35,1284.04177600199,397311380,12637,510164410001,396856492,99.89,16.3,-2.45,-2.45,-1
8-March-2017,1307.05,1310,1286,1291.9,1293.4740656204,793869,8816,1026848963,259467,32.68,24,-15.15,-15.15,-1
7-March-2017,1316.15,1326.75,1296.6,1304.8,1306.74257010603,1137634,19101,1486594777,607678,53.42,30.15,-11.35,-11.35,-1
6-March-2017,1268,1309.9,1265.45,1304.9,1299.02856822784,1196154,34540,1553838218,373845,31.25,44.45,36.9,36.9,1
3-March-2017,1237,1287.8,1237,1258.45,1268.36014911085,1194011,26509,1514435970,373635,31.29,50.8,21.45,21.45,1
2-March-2017,1236,1254,1225.65,1233.25,1241.07084761107,410896,14803,509951047,134217,32.66,28.35,-2.75,-2.75,-1
1-March-2017,1242,1244.9,1230.25,1234.15,1238.00914192097,822803,8805,1018637636,535858,65.13,14.65,-7.85,-7.85,-1
28-February-2017,1237.8,1247.85,1228.55,1238.25,1241.6806586169,1730900,19085,2149225052,1134096,65.52,19.3,0.45,0.45,1
27-February-2017,1187,1256.5,1187,1238.6,1241.07078023144,1340897,33448,1664148086,457703,34.13,69.5,51.6,51.6,1
23-February-2017,1213.9,1222.3,1179.2,1182.6,1196.63586706558,1089289,29427,1303482287,262061,24.06,43.1,-31.3,-31.3,-1
22-February-2017,1092.05,1212,1092.05,1207.65,1177.97962551116,3331421,86148,3924346062,1181467,35.46,119.95,115.6,115.6,1
21-February-2017,1072.3,1090.55,1072.3,1088.25,1083.76332573138,280191,8484,303660730,85602,30.55,18.25,15.95,15.95,1
20-February-2017,1070,1077,1066.25,1073.7,1074.09979913817,229511,4571,246517719,109826,47.85,10.75,3.7,3.7,1
17-February-2017,1066,1077.9,1059,1075.35,1071.05036169895,315041,7754,337424777,138359,43.92,18.9,9.35,9.35,1
16-February-2017,1052,1067,1052,1064.95,1061.61306210504,196538,6317,208647308,83705,42.59,15,12.95,12.95,1
15-February-2017,1053,1057.5,1046.05,1050.9,1052.6970243423,227916,5577,239926495,93038,40.82,11.45,-2.1,-2.1,-1
14-February-2017,1033.35,1052.5,1031.2,1048.25,1046.41503194976,273085,11919,285760249,113054,41.4,21.3,14.9,14.9,1
13-February-2017,1034,1035,1022,1028.35,1026.34686358567,189181,3841,194165326,106544,56.32,13,-5.65,-5.65,-1
10-February-2017,1035,1035.9,1025.95,1030.3,1030.98084176144,136547,5037,140777341,59006,43.21,9.95,-4.7,-4.7,-1
9-February-2017,1026,1034.45,1026,1032.7,1030.98738319405,141795,3424,146188856,65092,45.91,8.45,6.7,6.7,1
8-February-2017,1031.15,1038.45,1023,1025.65,1028.01297808874,192093,4366,197474097,83451,43.44,15.45,-5.5,-5.5,-1
7-February-2017,1040.3,1040.75,1027.6,1030.7,1032.20785642999,111221,3322,114803190,44567,40.07,13.15,-9.6,-9.6,-1
6-February-2017,1036.05,1043.9,1032.5,1040.1,1037.9053060948,501838,4223,520860323,426822,85.05,11.4,4.05,4.05,1
3-February-2017,1044.75,1050.1,1031.05,1033.7,1038.765253693,118332,4317,122919170,40076,33.87,19.05,-11.05,-11.05,-1
2-February-2017,1047.05,1050,1038.55,1044.75,1044.30231693734,812495,3748,848490411,245141,30.17,11.45,-2.3,-2.3,-1
1-February-2017,1045.2,1050.85,1034.7,1049.2,1043.28739913832,253689,7810,264670537,70715,27.87,16.15,4,4,1
31-January-2017,1047,1053.9,1040.75,1043.4,1046.251421217,163944,6732,171526643,70010,42.7,13.15,-3.6,-3.6,-1
30-January-2017,1025.15,1045.8,1024.9,1044.15,1035.17945620616,330309,11816,341929091,150671,45.62,20.9,19,19,1
27-January-2017,1019.7,1028.95,1019,1025.15,1024.80744502539,279811,6621,286752396,133367,47.66,9.95,5.45,5.45,1
25-January-2017,1035,1035,1016.1,1016.7,1018.82165353392,587082,10017,598131854,466620,79.48,18.9,-18.3,-18.3,-1
24-January-2017,1020,1030,1018.6,1027.55,1024.25534212959,115731,4701,118538095,35604,30.76,11.4,7.55,7.55,1
23-January-2017,1024,1031,1014.05,1015.95,1020.29094013478,198546,6113,202574685,56177,28.29,16.95,-8.05,-8.05,-1
20-January-2017,1033,1037.7,1024.4,1025.7,1029.46906658611,579325,4736,596397167,446110,77.01,13.3,-7.3,-7.3,-1
19-January-2017,1033.35,1044.65,1031,1033.75,1037.73890948526,237906,6313,246884313,79821,33.55,13.65,0.4,0.4,1
18-January-2017,1043,1048.15,1029,1032.45,1036.17016737527,330933,11937,342902902,138892,41.97,19.15,-10.55,-10.55,-1
17-January-2017,1068.2,1074.7,1038,1041.3,1049.04891338243,705492,16000,740095616,277854,39.38,36.7,-26.9,-26.9,-1
16-January-2017,1091.4,1093.85,1074,1077,1079.8734079712,131122,5464,141595161,50406,38.44,19.85,-14.4,-14.4,-1
13-January-2017,1085.7,1096.6,1085.2,1090.15,1091.17256374335,178450,5260,194719744,70877,39.72,11.4,4.45,4.45,1
12-January-2017,1088.45,1090,1079.15,1083.15,1083.94684087913,120619,4616,130744584,46612,38.64,10.85,-5.3,-5.3,-1
11-January-2017,1094.35,1095,1082,1084.1,1086.69747263906,88630,3229,96313997,28114,31.72,13,-10.25,-10.25,-1
10-January-2017,1079,1092,1078.25,1087.1,1088.38974717058,206226,7565,224454264,102162,49.54,13.75,8.1,8.1,1
9-January-2017,1079,1085.7,1071.1,1077.1,1078.95929541291,236337,4114,254998003,152444,64.5,14.6,-1.9,-1.9,-1
6-January-2017,1075.3,1085,1072.55,1072.7,1074.79402647923,436493,4700,469140069,64092,14.68,12.45,-2.6,-2.6,-1
5-January-2017,1073,1079.5,1069,1077.4,1077.59114897986,159733,3363,172126867,92638,58,10.5,4.4,4.4,1
4-January-2017,1092.15,1092.45,1065.35,1068.95,1074.88929442094,142748,5226,153438297,36616,25.65,27.1,-23.2,-23.2,-1
3-January-2017,1084.15,1097,1081.25,1090.65,1091.87507840215,199293,5331,217603060,80355,40.32,15.75,6.5,6.5,1
2-January-2017,1081.35,1089.45,1073.15,1083.1,1085.7662929701,182947,4717,198637686,77305,42.26,16.3,1.75,1.75,1
30-December-2016,1066.8,1084.7,1064,1080.1,1079.65309352034,653398,8434,705443172,405098,62,20.7,13.3,13.3,1
29-December-2016,1051.65,1068.6,1049.5,1064.95,1058.23260443403,98962,3809,104724815,26451,26.73,19.1,13.3,13.3,1
28-December-2016,1068,1069.9,1048.4,1052.2,1062.74846235303,546777,4664,581086416,453772,82.99,21.5,-15.8,-15.8,-1
27-December-2016,1047.1,1066.7,1047.1,1064.4,1054.96041167434,560443,7152,591245178,417160,74.43,19.6,17.3,17.3,1
26-December-2016,1055.6,1066,1045,1047.1,1050.9241670595,369114,4495,387910823,272167,73.74,21,-8.5,-8.5,-1
23-December-2016,1050.6,1068.45,1050.6,1058.15,1059.56704162903,304475,4166,322611675,172678,56.71,17.85,7.55,7.55,1
22-December-2016,1059.9,1061.55,1050.35,1053.95,1058.37155510468,622987,5426,659351720,517903,83.13,11.2,-5.95,-5.95,-1
21-December-2016,1059,1066.35,1056.5,1061.45,1060.86988726443,273117,6195,289741601,188109,68.87,9.85,2.45,2.45,1
20-December-2016,1057.3,1062,1054,1059.1,1058.85421696799,779055,4082,824905672,661760,84.94,8,1.8,1.8,1
19-December-2016,1058,1065.8,1055,1062.15,1064.14642906783,726659,5072,773271580,498840,68.65,10.8,4.15,4.15,1
16-December-2016,1050,1062,1050,1057.55,1057.66551760019,297923,3674,315102884,197989,66.46,12,7.55,7.55,1
15-December-2016,1056.75,1066.8,1051,1054.2,1059.20707663478,202780,6774,214786011,55039,27.14,15.8,-2.55,-2.55,-1
14-December-2016,1039.5,1064.4,1039.4,1060,1059.39671473557,519532,8586,550390494,318680,61.34,25,20.5,20.5,1
13-December-2016,1032,1042,1028.5,1039.9,1037.88516824734,97743,4028,101446010,37965,38.84,13.5,7.9,7.9,1
12-December-2016,1026.85,1040,1022.15,1028.1,1033.53012069914,110937,5237,114656731,32953,29.7,17.85,1.25,1.25,1
9-December-2016,1020.5,1029.6,1020.3,1026.4,1026.13432633027,117758,4063,120835526,40702,34.56,9.3,5.9,5.9,1
8-December-2016,1003.1,1021,1003.1,1019.55,1016.13635480738,123560,4625,125553808,45221,36.6,17.9,16.45,16.45,1
7-December-2016,1007,1007,995.65,999.7,1002.28505433356,76196,2476,76370112,18062,23.7,11.35,-7.3,-7.3,-1
6-December-2016,995,1004.9,995,1003.35,999.621632500785,101856,3728,101817461,30678,30.12,9.9,8.35,8.35,1
5-December-2016,994,998.75,987.55,994.1,993.655915584092,100455,4007,99817705,23283,23.18,11.2,0.1,0.1,1
2-December-2016,995,1005.6,993.05,995.3,1000.44741448645,190233,5476,190318113,82005,43.11,12.55,0.3,0.3,1
1-December-2016,996.15,1014.6,994.5,997.2,1005.10428701863,234382,9310,235578353,54585,23.29,20.1,1.05,1.05,1
30-November-2016,997,997.6,988,992.75,992.015452381931,267661,4785,265523848,185542,69.32,9.6,-4.25,-4.25,-1
29-November-2016,987.1,1002.7,987.1,995.85,991.982909080867,289686,4400,287363561,206014,71.12,15.6,8.75,8.75,1
28-November-2016,994.8,1000.05,984,986.45,990.979798752308,91529,5109,90703390,31329,34.23,16.05,-8.35,-8.35,-1
25-November-2016,991,996,985,993.65,990.161962304355,285338,5263,282530834,164766,57.74,11,2.65,2.65,1
24-November-2016,1006.9,1006.9,986,990.65,991.928783494483,212535,5710,210819584,76600,36.04,20.9,-16.25,-16.25,-1
23-November-2016,1005,1008.5,999.5,1007.25,1005.04881460521,125106,3935,125737637,47431,37.91,9,2.25,2.25,1
22-November-2016,994.25,1007.5,994.05,1001.1,1000.70981612617,133026,6591,133120424,44860,33.72,13.45,6.85,6.85,1
21-November-2016,988,993.7,983.5,990.9,988.474066315703,362810,5930,358628276,223498,61.6,10.2,2.9,2.9,1
18-November-2016,983.15,992.15,982.9,987.5,988.14468108677,288856,6389,285431520,168353,58.28,9.25,4.35,4.35,1
17-November-2016,987,998,975.85,981.3,986.937159839587,418920,8257,413447715,262975,62.77,22.15,-5.7,-5.7,-1
16-November-2016,989.3,996.7,982,985.85,991.420224064091,346508,7099,343535039,226634,65.41,14.7,-3.45,-3.45,-1
15-November-2016,1001.8,1001.8,980.55,987.6,989.568081618811,566144,8405,560238032,292189,51.61,21.25,-14.2,-14.2,-1
11-November-2016,1000,1017.3,995.35,1001.4,1004.08790618454,240131,6079,241112633,77255,32.17,21.95,1.4,1.4,1
10-November-2016,1016.55,1028.4,1008.25,1010,1018.27932452388,157104,4763,159975755,44802,28.52,20.15,-6.55,-6.55,-1
9-November-2016,940,1008.9,932,1005.55,976.601852023207,432284,14530,422169355,89360,20.67,76.9,65.55,65.55,1
8-November-2016,1003.55,1009,998.35,1002.85,1002.00432813612,154570,5046,154879809,54178,35.05,10.65,-0.7,-0.7,-1
7-November-2016,1011.35,1016.5,999.5,1001.95,1005.67997085345,164685,5842,165620406,51489,31.27,17,-9.4,-9.4,-1
4-November-2016,1021.3,1027.15,1000.55,1005.8,1012.18071803885,218484,6460,221145292,52658,24.1,26.6,-15.5,-15.5,-1
3-November-2016,1024.05,1034.5,1022.1,1025.45,1028.41877786559,134126,4767,137937697,39420,29.39,12.4,1.4,1.4,1
2-November-2016,1042,1042.05,1021.1,1024.05,1030.23400451975,167266,5599,172323121,58274,34.84,20.95,-17.95,-17.95,-1
1-November-2016,1051,1055,1047.75,1048.3,1050.09545295251,114140,3555,119857895,40380,35.38,7.25,-2.7,-2.7,-1
30-October-2016,1057,1065,1047.85,1051.2,1052.51663981094,46545,2151,48989387,18810,40.41,17.15,-5.8,-5.8,-1
28-October-2016,1050,1056,1043.95,1053.5,1051.78908724446,145866,4271,153420267,35545,24.37,12.05,3.5,3.5,1
27-October-2016,1053,1054,1043.2,1048.5,1048.89008723359,128047,4318,134307229,36328,28.37,10.8,-4.5,-4.5,-1
26-October-2016,1058,1059.2,1052,1054.15,1054.56829341002,114052,4241,120275623,37893,33.22,7.2,-3.85,-3.85,-1
25-October-2016,1063.2,1065.4,1054.5,1059.9,1059.25961091597,185050,4401,196015991,52798,28.53,10.9,-3.3,-3.3,-1
24-October-2016,1068,1074,1060.5,1063.55,1067.93073950662,142852,4242,152556042,36734,25.71,13.5,-4.45,-4.45,-1
21-October-2016,1099,1099,1059,1064.4,1070.15007155913,700819,21002,749981503,241003,34.39,40,-34.6,-34.6,-1
20-October-2016,1091.95,1097.8,1085.1,1088.5,1090.61155170279,201875,6132,220167207,41824,20.72,12.7,-3.45,-3.45,-1
19-October-2016,1083.15,1094.5,1081.4,1086.9,1089.8797833148,458730,10452,499960553,288393,62.87,13.1,3.75,3.75,1
18-October-2016,1064,1082,1062.8,1079.3,1075.20128926247,189876,6704,204154920,66338,34.94,19.2,15.3,15.3,1
17-October-2016,1079,1080.65,1058,1060.15,1066.6963855747,222193,5172,237012470,69795,31.41,22.65,-18.85,-18.85,-1
14-October-2016,1060.5,1081.95,1058,1078.2,1075.38028178877,285604,6527,307132910,135094,47.3,23.95,17.7,17.7,1
13-October-2016,1093.7,1093.7,1052.05,1057.7,1074.75957984828,580933,10799,624363307,397800,68.48,41.65,-36,-36,-1
10-October-2016,1115,1122,1092.8,1095.95,1104.40329100012,163780,5007,180879171,60781,37.11,29.2,-19.05,-19.05,-1
7-October-2016,1111.1,1122.65,1107.55,1109.95,1113.06728618251,455517,9236,507021071,252806,55.5,15.1,-1.15,-1.15,-1
6-October-2016,1092,1124.8,1092,1111.1,1113.46948568273,1709509,15966,1903486107,1079496,63.15,32.8,19.1,19.1,1
5-October-2016,1103.15,1105.8,1085.75,1089.3,1095.13256825415,229693,5748,251544285,101638,44.25,20.05,-13.85,-13.85,-1
4-October-2016,1093.9,1108,1092,1095.2,1098.24383995743,413390,7304,454003021,204003,49.35,16,1.3,1.3,1
3-October-2016,1084.5,1107.35,1076.95,1090.4,1089.31031997422,955952,9712,1041328379,710899,74.37,30.4,5.9,5.9,1
30-September-2016,1070,1093.45,1067,1082.1,1082.39606067663,184651,7490,199865515,58228,31.53,26.45,12.1,12.1,1
29-September-2016,1095,1110,1067.5,1072.55,1087.21993930267,389803,11004,423801594,90905,23.32,42.5,-22.45,-22.45,-1
28-September-2016,1110,1113,1087.3,1089.7,1093.79533464573,320533,8958,350597500,108731,33.92,25.7,-20.3,-20.3,-1
27-September-2016,1113.05,1125.7,1107.3,1110.45,1114.64424943016,318951,12134,355516898,147031,46.1,18.4,-2.6,-2.6,-1
26-September-2016,1102.5,1128.9,1102,1109.35,1120.89359387806,991973,15366,1111896181,631302,63.64,26.9,6.85,6.85,1
23-September-2016,1088,1109.2,1088,1102.95,1101.09513285003,1161460,14278,1278877953,841346,72.44,21.2,14.95,14.95,1
22-September-2016,1080,1095.5,1079.1,1087.65,1089.8405980253,541248,10236,589874044,338543,62.55,16.4,7.65,7.65,1
21-September-2016,1074,1084.5,1067,1071.35,1075.1475691462,157167,4904,168977718,58328,37.11,17.5,-2.65,-2.65,-1
20-September-2016,1085.05,1086,1069.1,1074.1,1075.94436202781,296596,4995,319120794,183455,61.85,16.9,-10.95,-10.95,-1
19-September-2016,1074.9,1087.5,1071.05,1082.35,1082.04393892912,1613535,8585,1745915767,1402580,86.93,16.45,7.45,7.45,1
16-September-2016,1065,1093.25,1059.75,1075.65,1082.88375191152,1299359,23246,1407054749,649631,50,33.5,10.65,10.65,1
15-September-2016,1047,1068,1047,1062.45,1056.21505669111,462771,8459,488785698,201259,43.49,21,15.45,15.45,1
14-September-2016,1046,1058,1040.65,1045.45,1052.56058109501,314372,7186,330895575,154924,49.28,17.35,-0.55,-0.55,-1
12-September-2016,1034,1055.65,1025.1,1046.6,1046.70302148285,492672,12534,515681271,200495,40.7,30.55,12.6,12.6,1
9-September-2016,1034,1049.65,1030.2,1043.7,1042.40344280979,305332,11577,318279128,77380,25.34,19.45,9.7,9.7,1
8-September-2016,1020.5,1035.5,1020,1032.25,1030.38976446468,367758,7348,378934079,120060,32.65,15.5,11.75,11.75,1
7-September-2016,1020.1,1026.75,1014,1017.45,1019.0795037766,220304,8712,224507291,65429,29.7,12.75,-2.65,-2.65,-1
6-September-2016,1020,1024.95,1014,1020.45,1019.22793791022,240877,7127,245508568,91963,38.18,10.95,0.45,0.45,1
2-September-2016,1032,1035,1003.1,1012.85,1014.11561232361,541854,17356,549502601,150607,27.79,31.9,-19.15,-19.15,-1
1-September-2016,1053.9,1072.55,1026.25,1029.15,1051.9263531062,1095036,29479,1151897226,254105,23.21,46.3,-24.75,-24.75,-1
31-August-2016,1065.9,1073.55,1047.05,1058,1064.90768754328,232493,7686,247583583,63731,27.41,26.5,-7.9,-7.9,-1
30-August-2016,1059.2,1070,1053.25,1065.8,1058.66130016177,1139289,10531,1206121174,931340,81.75,16.75,6.6,6.6,1
29-August-2016,1027.7,1059.95,1027,1057,1044.48425526324,639293,13187,667731473,349341,54.64,32.95,29.3,29.3,1
26-August-2016,1014.8,1030,1014.65,1027.7,1024.60499523159,232782,7028,238509600,72362,31.09,15.35,12.9,12.9,1
25-August-2016,1020.5,1028.5,1010,1013.1,1020.41078867291,156757,5185,159956534,37963,24.22,18.5,-7.4,-7.4,-1
24-August-2016,1014.5,1022.1,1011.1,1020.75,1015.08645925393,366612,5663,372142877,265119,72.32,11,6.25,6.25,1
23-August-2016,1013,1014.8,1005.1,1009.9,1010.28131221785,208441,4184,210584047,108186,51.9,9.7,-3.1,-3.1,-1
22-August-2016,1017.9,1020.35,1007.3,1013.9,1013.50298846469,179189,4855,181608587,51403,28.69,13.05,-4,-4,-1
19-August-2016,1011,1021.7,1007.25,1014.85,1014.89895033368,149095,4944,151316359,36342,24.38,14.45,3.85,3.85,1
18-August-2016,1015.35,1023.15,1015.15,1016.6,1019.68149016094,290170,3016,295880978,225212,77.61,8,1.25,1.25,1
17-August-2016,1023,1028.8,1008.2,1014,1018.57243516419,453723,5177,462149741,336867,74.25,20.6,-9,-9,-1
16-August-2016,1035,1044,1016,1024.2,1026.88502580229,202889,7660,208343676,58826,28.99,28,-10.8,-10.8,-1
12-August-2016,1015,1041.75,1014.9,1034.95,1032.49674724277,361232,11232,372970865,132073,36.56,26.85,19.95,19.95,1
11-August-2016,1004,1022,1000.25,1012.45,1012.78051570616,161720,6188,163786865,28837,17.83,21.75,8.45,8.45,1
10-August-2016,1029.95,1034.5,1001.05,1002.8,1013.98652972373,205341,7058,208213008,70395,34.28,33.45,-27.15,-27.15,-1
9-August-2016,1028.4,1033.4,1021.3,1029.85,1027.70743652874,188865,5957,194097965,66851,35.4,12.1,1.45,1.45,1
8-August-2016,1017.15,1033.5,1017.15,1029.65,1029.15337877444,266132,8335,273890647,130638,49.09,16.35,12.5,12.5,1
5-August-2016,995.2,1017.5,995.2,1014.55,1007.24388989232,174956,5742,176223362,72455,41.41,22.3,19.35,19.35,1
4-August-2016,1000,1002,984.5,993.15,991.072210053387,178507,7126,176913327,53259,29.84,17.5,-6.85,-6.85,-1
3-August-2016,1011.55,1013.05,992,994.05,998.358430836678,175635,9005,175346683,72710,41.4,21.05,-17.5,-17.5,-1
2-August-2016,1008.9,1018.5,1007,1011.05,1012.9288292609,158464,4833,160512754,62879,39.68,11.5,2.15,2.15,1
1-August-2016,1016.55,1020.85,1005.3,1009.3,1011.98602564756,137323,4510,138968957,50052,36.45,15.55,-7.25,-7.25,-1
29-July-2016,1025.8,1025.8,1012.2,1015.5,1016.99658665187,108105,4239,109942416,33938,31.39,13.6,-10.3,-10.3,-1
28-July-2016,1018.4,1029.8,1012.5,1026.05,1020.8983301236,205105,8141,209391352,68304,33.3,17.3,7.65,7.65,1
27-July-2016,1025,1026.9,1010,1013.05,1017.34868187309,168876,5413,171805776,63407,37.55,16.9,-11.95,-11.95,-1
26-July-2016,1021.4,1034.15,1015.2,1023.3,1027.61363585734,269334,10438,276771291,96335,35.77,18.95,1.9,1.9,1
25-July-2016,1016,1021.8,1007.8,1020.65,1014.96733944929,1434391,5725,1455860017,1305167,90.99,14,4.65,4.65,1
22-July-2016,1005,1017.25,1004.15,1014.8,1013.0129894174,135033,5207,136790183,38049,28.18,13.1,9.8,9.8,1
21-July-2016,1024,1024.55,1005.5,1006.7,1011.70070107123,135079,5335,136659519,39776,29.45,19.05,-17.3,-17.3,-1
20-July-2016,1020,1028.1,1017,1022.55,1022.82094428008,243360,8364,248913705,77197,31.72,11.1,2.55,2.55,1
19-July-2016,1008,1021.8,995.25,1015.4,1009.72232159848,394125,10989,397956810,79026,20.05,26.55,7.4,7.4,1
18-July-2016,1027,1039,986.1,1004.25,1021.82087636201,667578,19179,682145137,148753,22.28,52.9,-22.75,-22.75,-1
15-July-2016,1010,1020.65,1003.85,1012.55,1013.73477383056,357608,10099,362519665,145642,40.73,16.8,2.55,2.55,1
14-July-2016,1008,1014.6,999.05,1006.45,1006.50660503353,144511,6488,145451276,34438,23.83,15.55,-1.55,-1.55,-1
13-July-2016,1003,1015.8,1002,1008.45,1011.14112724939,420670,12999,425356738,211722,50.33,13.8,5.45,5.45,1
12-July-2016,992.5,1004.05,991,1002.1,998.393889382429,261152,8077,260732561,96673,37.02,13.05,9.6,9.6,1
11-July-2016,988.05,994.9,985.5,990.75,990.337366646933,165538,7340,163938467,44622,26.96,9.4,2.7,2.7,1
8-July-2016,988,989,978.55,980.1,982.950079333813,276679,6470,271961645,122133,44.14,10.45,-7.9,-7.9,-1
7-July-2016,993.45,1000,986.75,987.9,991.832558637053,205672,9499,203992186,61517,29.91,13.25,-5.55,-5.55,-1
